RU_1066,ktAg_2zGmk4,https://www.youtube.com/watch?v=ktAg_2zGmk4,#خرق الهدنة من قبل الطيران الروسي على بلدة حربنفسه بريف حماه 2,2016-02-28T11:22:32.000Z,SMO Syria,Harbinafsah,حربنفسه,34.9376702,36.6298663,A violation of the ceasefire committed by Russian aircraft in Hirbinafsah in Hama province,Alleged civilian casualties from Russian attacks
RU_1067,h_AtRaC7GxY,https://www.youtube.com/watch?v=h_AtRaC7GxY,ريف حماه الجنوبي - حربنفسة : جولة ميدانية ترصد الدمار الحاصل في البلدة جراء الطيران الروسي,2016-02-28T11:11:15.000Z,تجمع ثوار سوريا SRG,Harbinafsah,حربنفسه,34.9376702,36.6298663,Hama south - Hirbnafsah: a field trip to monitor the destruction happening in the town due to the Russian aviation,Alleged civilian casualties from Russian attacks
RU_1068,pgU1g9rJyvA,https://www.youtube.com/watch?v=pgU1g9rJyvA,تحليق الطران الحربي الروسي في أجواء ريف حلب الغربي بعد تنفيذ عدة غارات على مدبنة دارة عزة 28/02/2016,2016-02-28T04:54:25.000Z,Mohammed Rasoul,Darat Izzah,دارة عزة,36.2833397,36.8499899,Russian warplanes fly in the atmosphere of the west countryside of Aleppo after the implementation of several raids on Mudbnh Dara Aza,Alleged civilian casualties from Russian attacks
RU_1069,dWu-7CLHpvw,https://www.youtube.com/watch?v=dWu-7CLHpvw,#شاهد ثمانية شهداء جراء قصف جوي روسي على بلدة كفر حمرة بريف حلب الشمالي ليلة أمس 27-2-2016,2016-02-27T17:03:25.000Z,مركز حلب الإعلامي AMC-Aleppo media centre,Kafr hamrah,كفر حمرة,36.253303,37.087435,#Witness: 8 killed by Russian airstrikes on the town of Kafr Hamra in the northern countryside of Aleppo last night 27/2/2016,Alleged civilian casualties from Russian attacks
RU_1070,OdP2PVrzlNw,https://www.youtube.com/watch?v=OdP2PVrzlNw,شام ريف حلب كفرحمرة شهداء بقصف للطيران الروسي 27 2 2016 تحذير الفيديو قاسي جداً,2016-02-27T15:01:37.000Z,ShaamNetwork S.N.N,Kafr hamrah,كفر حمرة,36.253303,37.087435,"Sham Aleppo countryside Kafr Hamra martyrs the Russian aviation bombarded video very harsh warning
",Alleged civilian casualties from Russian attacks
RU_1071,5f0D2T7pEB0,https://www.youtube.com/watch?v=5f0D2T7pEB0,الطيران الروسي يرتكب مجزرة في كفر حمرا بحلب قبل ساعة واحدة من بدء الهدنة,2016-02-27T14:16:24.000Z,قناة الجسر الفضائية-Jisr satellite media channel,Kafr hamrah,كفر حمرة,36.253303,37.087435,Russian aircrafts commit a massacre in Kafar Hamra in Aleppo just an hour before the ceasefire began.,Alleged civilian casualties from Russian attacks
RU_1072,eGMGdan99cM,https://www.youtube.com/watch?v=eGMGdan99cM,lمجزرة كفر حمرة26-2-2016,2016-02-27T13:28:25.000Z,الدفاع المدني السوري حلب-Aleppo civil defense,Kafr hamrah,كفر حمرة,36.253303,37.087435,"The massacre of Kafr Hamra
",Alleged civilian casualties from Russian attacks
RU_1073,-Gf9Ndu6X88,https://www.youtube.com/watch?v=-Gf9Ndu6X88,خطوة ||شاهد تصاعد الدخان جراء الغارات الجوية الروسية على مدينة دارة عزة يوم أمس,2016-02-27T12:38:21.000Z,Step News Agency,Darat Izzah,دارة عزة,36.2833397,36.8499899,Step || Watch smoke rising after Russian air strikes on the town of Darat Izzah yesterday,Alleged civilian casualties from Russian attacks
RU_1074,TDtVh9hRva4,https://www.youtube.com/watch?v=TDtVh9hRva4,خرق الهدنة من قبل الطيران الروسي نتيجة القصف على معرة الارتيق,2016-02-27T11:20:16.000Z,Step News Agency,Maret al-Artiq,معرة الارتيق,36.250556,37.053611,"Russian air force in first violation of the truce bombard "" Maaret Alartiqe"" Aleppo",Alleged civilian casualties from Russian attacks
RU_1075,4hkJXln8qe4,https://www.youtube.com/watch?v=4hkJXln8qe4,خطوة || اول خرق في الهدنة من الطيران الروسي استهدف بلدة معارة الارتيق بريف حلب 27 2 2016,2016-02-27T09:58:58.000Z,Step News Agency,Maret al-Artiq,معرة الارتيق,36.250556,37.053611,Step || The first violation of the ceasefire by Russian aircraft targeting Ma'arat al-Artiq town in Aleppo countryside 27/2/2016,Alleged civilian casualties from Russian attacks
RU_1076,7YHbL5fqzxY,https://www.youtube.com/watch?v=7YHbL5fqzxY,مجزرة كفر حمرة عائلتين تحت الانقاض ومازال البحث جاري من قبل عناص الدفاع المدني عن باقي المفقودين,2016-02-27T09:29:10.000Z,الدفاع المدني السوري حلب-Aleppo civil defense,Kafr hamrah,كفر حمرة,36.253303,37.087435,Two families are missing under rubble as a result of an airstrike. The civil defense team is looking for them. ,Alleged civilian casualties from Russian attacks
RU_1077,3YHxsoFxpgw,https://www.youtube.com/watch?v=3YHxsoFxpgw,نقل أحد الجرجى الى المشفى الميداني,2016-02-27T07:51:15.000Z,شبكة تلبيسة مباشر-Talbisah network,Talbisah,تلبيسة,34.833601,36.735749,Wounded being transported to a field hospital,Alleged civilian casualties from Russian attacks
RU_1078,Bn2Ak2POvNM,https://www.youtube.com/watch?v=Bn2Ak2POvNM,قبل الهدنة بساعات الطيران الروسي يقصف مدينة اللطامنة بصواريخ شديدة الإنفجار 27 2 2016,2016-02-27T06:50:09.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian aircrafts bombard Lattameneh with high explosive rockets hours before the ceasefire.  ,Alleged civilian casualties from Russian attacks
RU_1079,eQTEryVS0tE,https://www.youtube.com/watch?v=eQTEryVS0tE,كفرحمرة: مجزرة بحق 3 عائلات بينهم طفلتين تم اخراجهم من تحت الانقاض قبيل الهدنة بساعة 27-2,2016-02-27T06:05:51.000Z,المكتب الإعلامي في مدينة كفرحمرة-Media office in Kafr hamrah,Kafr hamrah,كفر حمرة,36.253303,37.087435,Three families including two female children were pulled out from under the rubble an hour before the ceasefire.,Alleged civilian casualties from Russian attacks
RU_1080,tutP7RGejAg,https://www.youtube.com/watch?v=tutP7RGejAg,تلبيسة اشتعال للحرائق في منازل المدنيين نتيجة الغارات الروسية 26 2 2016,2016-02-26T21:28:48.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,"Talbiseh fires in the houses of civilians as a result of Russian raids
",Alleged civilian casualties from Russian attacks
RU_1081,N8RuGQBLg_0,https://www.youtube.com/watch?v=N8RuGQBLg_0,تلبيسة 26 2 2016 إصابات القصف الروسي على المدينة,2016-02-26T20:40:20.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,"Talbiseh injures after Russian bombardment of the city
",Alleged civilian casualties from Russian attacks
RU_1082,jdAeT4JB8CE,https://www.youtube.com/watch?v=jdAeT4JB8CE,تلبيسة طفل صغير مصاب نتيجة الغارات الروسية على المدينة 26 2 2016,2016-02-26T20:38:32.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,"Talbiseh a small child infected as a result of Russian raids on the city
",Alleged civilian casualties from Russian attacks
RU_1083,iTnkQ-LJc2Y,https://www.youtube.com/watch?v=iTnkQ-LJc2Y,تلبيسة اصابة طفل رضيع نتيجة الغارات الروسية 26 2 2016,2016-02-26T20:20:32.000Z,talbisa h,Talbisah,تلبيسة,34.833601,36.735749,"Talbiseh injuring a baby as a result of Russian raids
",Alleged civilian casualties from Russian attacks
RU_1084,49xFaDikEng,https://www.youtube.com/watch?v=49xFaDikEng,تلبيسة حمص غارات ليلية من الطيران الاحتلال الروسي يستهدف احياء المدينة ليلا26/2/2016,2016-02-26T20:18:05.000Z,motasem homs,Talbisah,تلبيسة,34.833601,36.735749,"Talbiseh Homs overnight raids by aviation the Russian occupation targeted city neighborhoods at night
",Alleged civilian casualties from Russian attacks
RU_1085,JUnT-TSmfS0,https://www.youtube.com/watch?v=JUnT-TSmfS0,شام ريف دمشق دوما شهداء بقصف للطيران الروسي 26 2 2016 تحذير الفيديو قاسي جداً ج3,2016-02-26T19:19:38.000Z,ShaamNetwork S.N.N,Duma,دوما,33.5709426,36.3968945,Sham DamascusDumaa martyrs the Russian aviation bombarded video Warning very tough P3,Alleged civilian casualties from Russian attacks
RU_1086,7ar2xfTYKQU,https://www.youtube.com/watch?v=7ar2xfTYKQU,8 قتلى في غارات لطائرات حربية على دوما في الغوطة الشرقية,2016-02-26T18:46:08.000Z,SMART News Agency - وكالة سمارت للأنباء,Duma,دوما,33.5709426,36.3968945,8 killed in raids on military aircraft is Dumaa in the Eastern Ghouta,Alleged civilian casualties from Russian attacks
RU_1087,wifSUs3akRc,https://www.youtube.com/watch?v=wifSUs3akRc,ثلاث غارات على قرى ريف تلبيسة الشرقي في حمص,2016-02-26T17:36:20.000Z,SMART News Agency - وكالة سمارت للأنباء,Talbisah,تلبيسة,34.833601,36.735749,Three raids on villages in the eastern countryside Talbisa in Homs,Alleged civilian casualties from Russian attacks
RU_1088,myWaa88ML_g,https://www.youtube.com/watch?v=myWaa88ML_g,شهبا برس | تحليق الطيران الحربي الروسي في سماء مدينة دارة عزة بريف حلب الغربي,2016-02-26T17:00:44.000Z,وكالة شهبا برس Shahba Press Agency,Darat Izzah,دارة عزة,36.2833397,36.8499899,"Shahba Press | The flight of Russian warplanes in the skies of the city of Dara Aza countryside west of Aleppo
",Alleged civilian casualties from Russian attacks
RU_1089,bpIZDxhEpQ8,https://www.youtube.com/watch?v=bpIZDxhEpQ8,عندان || مشاهد من الغارات الروسية المستمرة على المدينة 26-2-2016,2016-02-26T15:41:56.000Z,المكتب الإعلامي حريتان-Harithan media centre,Anadan,عندان,36.2924395,37.041918,"Anadan || Scenes from the ongoing Russian strikes on the city
",Alleged civilian casualties from Russian attacks
RU_1090,WJOKydb7SfY,https://www.youtube.com/watch?v=WJOKydb7SfY,القصف على دوما وسقوط 8شهداء بينهم عائلة المليح 2016.2.26,2016-02-26T15:09:49.000Z,Yasser Doumany-ياسر الدوماني,Duma,دوما,33.5709426,36.3968945,"Dumaa bombardment and fall of 8 martyrs, including Maleeh family ",Alleged civilian casualties from Russian attacks
RU_1091,8sICM8kek98,https://www.youtube.com/watch?v=8sICM8kek98,أكثر من 56 غارة على الغوطة الشرقية وحي جوبر قُبيل الهدنة,2016-02-26T15:06:04.000Z,SMART News Agency - وكالة سمارت للأنباء,Eastern Ghouta,الغوطة الشرقية,33.5296468,36.3848593,More than 56 raid in the eastern Ghouta Joubar neighborhood before the armistice,Alleged civilian casualties from Russian attacks
RU_1092,8sICM8kek98,https://www.youtube.com/watch?v=8sICM8kek98,أكثر من 56 غارة على الغوطة الشرقية وحي جوبر قُبيل الهدنة,2016-02-26T15:06:04.000Z,SMART News Agency - وكالة سمارت للأنباء,Irbin nahiyah,عربين,33.538893,36.365787,"More than 56 raid in the eastern Ghouta neighborhood Joubar ahead of the armistice
",Alleged civilian casualties from Russian attacks
RU_1093,6CuLnr0nFpU,https://www.youtube.com/watch?v=6CuLnr0nFpU,"خطوة || شاهد ثلاثة مقاتلات روسية ترافق طائرة شحن كبيرة بسماء ريف ""حمص الشمالي",2016-02-26T14:41:57.000Z,Step News Agency,HOMS,حمص,34.91639,36.733818,"Step || Saw three Russian fighter jets accompanied by a large cargo aircraft skies  ""the northern countryside  of Homs",Alleged civilian casualties from Russian attacks
RU_1094,nnNvNOP8gj0,https://www.youtube.com/watch?v=nnNvNOP8gj0,سوريا - ريف_دمشق : غارات جوية من الطيران الحربي الروسي على بلدة عين ترما,2016-02-26T13:54:45.000Z,SMO Syria,Duma,دوما,33.5709426,36.3968945,"Syria - Damascus: air strikes from Russian warplanes on the town of Ein Tarma
",Alleged civilian casualties from Russian attacks
RU_1095,MVeoUv2WTJo,https://www.youtube.com/watch?v=MVeoUv2WTJo,سوريا - دمشق : ١٢ صاروخ من الطيران الحربي الروسي على دفعتين استهدفت حي جوبر الدمشقي,2016-02-26T13:04:48.000Z,SMO Syria,Jobar,جوبر,33.531162,36.336808,Syria - Damascus: 21 rockets fired by Russian warplanes within two minutes target the Jobar district of Damascus.,Alleged civilian casualties from Russian attacks
RU_1096,Dwmhl44yebk,https://www.youtube.com/watch?v=Dwmhl44yebk,مكان سقوط صواريخ طائرات الاحتلال الروسي على مدينة دوما بريف دمشق 2016/2/26,2016-02-26T12:24:31.000Z,baladi- news,Duma,دوما,33.5709426,36.3968945,Place of the fall of the missiles by Russian occupation airplanes over Dumaa country side of  Damascus,Alleged civilian casualties from Russian attacks
RU_1097,8v-rDg5t71w,https://www.youtube.com/watch?v=8v-rDg5t71w,الطيران الحربي الروسي يقصف مدينة اللطامنة بريف حماة الشمالي 26 2 2016,2016-02-26T12:11:03.000Z,محمود الحموي-Mahmoud Alhamwi,latamneh,اللطامنة,35.326749,36.621766,Russian warplanes shell the Lattameneh city of Hama northern province.,Alleged civilian casualties from Russian attacks
RU_1098,lShPPo2vF6M,https://www.youtube.com/watch?v=lShPPo2vF6M,طيران الاحتلال الروسي يشن عدة غارات جوية على حي جوبر في دمشق 2016/2/26,2016-02-26T12:07:30.000Z,baladi- news,Jobar,جوبر,33.531162,36.336808,The Russian occupation airplans launches several air strikes on Jobar neighborhood of Damascus,Alleged civilian casualties from Russian attacks
RU_1099,vHjinlyS_jw,https://www.youtube.com/watch?v=vHjinlyS_jw,مجددا سورياالمزيد من طيران الاحتلالاالروسي الىى مستعمرة حميميم بريف الاذقية 26/2/2016,2016-02-26T11:47:30.000Z,motasem homs,HOMS,حمص,34.91639,36.733818,Syria once again more of a flight by the Russian occupation colony Humaimam countryside of lattakia,Alleged civilian casualties from Russian attacks
RU_1100,44TUoQY_iIY,https://www.youtube.com/watch?v=44TUoQY_iIY,عندان || مشاهد من الغارات من الطيران الحربي الروسي على المدينة 26-2-2016,2016-02-26T11:08:58.000Z,المكتب الإعلامي حريتان-Harithan media centre,Anadan,عندان,36.2924395,37.041918,"Anadan || Scenes from the strikes of Russian warplanes on city
",Alleged civilian casualties from Russian attacks
